customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bin,Customer_Status_Predicted
0968-VHVEG,Female,1,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,49.71,3323.9,0,13-24,1
0969-VHVEG,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76.64,3077.15,1,13-24,1
0970-VHVEG,Female,0,No,Yes,No,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.61,333.15,0,25-36,0
0971-VHVEG,Male,0,No,Yes,No,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),86.37,315.31,0,0-12,0
0972-VHVEG,Male,1,Yes,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),113.68,7502.1,1,13-24,1
0973-VHVEG,Female,1,No,No,Yes,No,No,No,No,Yes,No internet service,No,No,One year,No,Mailed check,93.26,2530.33,1,37-48,1
0974-VHVEG,Female,0,No,No,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,No,Electronic check,41.49,4710.9,1,25-36,1
0975-VHVEG,Male,1,Yes,Yes,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),23.12,2758.66,0,61-72,0
0976-VHVEG,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,46.23,8472.05,0,13-24,1
0977-VHVEG,Male,1,Yes,No,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,79.51,2407.74,0,13-24,1
0978-VHVEG,Female,1,No,No,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,25.14,3923.95,0,49-60,0
0979-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,69.64,7867.3,0,0-12,0
0980-VHVEG,Male,0,No,Yes,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.68,7593.21,0,37-48,0
0981-VHVEG,Male,0,Yes,No,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),53.42,1756.3,0,0-12,0
0982-VHVEG,Female,0,No,Yes,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),97.09,7243.53,1,61-72,1
0983-VHVEG,Male,1,No,No,No,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,30.66,4177.86,1,13-24,0
0984-VHVEG,Male,1,No,Yes,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),27.51,4398.42,1,25-36,0
0985-VHVEG,Female,0,Yes,Yes,No,No,No,No internet service,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),92.82,1287.97,0,13-24,0
0986-VHVEG,Female,1,Yes,No,No,No phone service,No,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,69.55,817.35,0,25-36,0
0987-VHVEG,Female,0,Yes,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,88.84,6578.66,0,37-48,0
0988-VHVEG,Male,0,Yes,Yes,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,63.48,4518.5,1,0-12,0
0989-VHVEG,Female,0,Yes,Yes,No,No phone service,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.64,3987.97,1,13-24,0
0990-VHVEG,Male,1,Yes,Yes,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),101.91,6592.62,0,25-36,0
0991-VHVEG,Male,0,Yes,No,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.94,6913.06,0,37-48,0
0992-VHVEG,Male,1,Yes,No,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),89.47,1514.28,0,25-36,0
0993-VHVEG,Male,0,No,Yes,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,47.21,5531,1,49-60,0
0994-VHVEG,Male,1,No,Yes,No,Yes,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),79.02,1304.65,0,49-60,1
0995-VHVEG,Female,1,No,Yes,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),56.1,6787.24,1,25-36,1
0996-VHVEG,Male,0,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),29.16,5946.9,1,49-60,0
0997-VHVEG,Male,1,Yes,No,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),111.73,8613.87,1,49-60,0
0998-VHVEG,Male,1,No,Yes,No,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,33.68,713.73,1,0-12,0
0999-VHVEG,Female,0,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,115.02,607.79,0,49-60,0
1000-VHVEG,Female,0,Yes,No,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,64.6,2611.46,1,61-72,1
